UNIPROT,GENE
Q07954,LRP1
Q08209,PPP3CA
Q08462,ADCY2
Q08722,CD47
Q08828,ADCY1
Q08881,ITK
Q08999,RBL2
Q08AK7,USP4
Q09013,DMPK
Q09028,RBBP4
Q09472,EP300
Q0VAP0,ZNF167
Q10713,PMPCA
Q12756,KIF1A
Q12772,SREBF2
Q12774,ARHGEF5
Q12792,TWF1
Q12798,CETN1
Q12802,AKAP13
Q12834,CDC20
Q12840,KIF5A
Q12846,STX4
Q12851,MAP4K2
Q12860,CNTN1
Q12873,CHD3
Q12879,GRIN2A
Q12899,TRIM26
Q12905,ILF2
Q12906,ILF3
Q12923,PTPN13
Q12926,ELAVL2
Q12933,TRAF2
Q12959,DLG1
Q12965,MYO1E
Q12967,RALGDS
Q13002,GRIK2
Q13003,GRIK3
Q13017,ARHGAP5
Q13043,STK4
Q13049,TRIM32
Q13077,TRAF1
Q13087,PDIA2
Q13094,LCP2
Q13105,ZBTB17
Q13107,USP4
Q13115,DUSP4
Q13126,MTAP
Q13131,PRKAA1
Q13133,NR1H3
Q13137,CALCOCO2
Q13148,TARDBP
Q13153,PAK1
Q13156,RPA4
Q13162,PRDX4
Q13163,MAP2K5
Q13164,MAPK7
Q13177,PAK2
Q13185,CBX3
Q13188,STK3
Q13191,CBLB
Q13202,DUSP8
Q13203,MYBPH
Q13224,GRIN2B
Q13233,MAP3K1
Q13237,PRKG2
Q13257,MAD2L1
Q13277,STX3
Q13308,PTK7
Q13309,SKP2
Q13310,PABPC4
Q13322,GRB10
Q13325,IFIT5
Q13330,MTA1
Q13332,PTPRS
Q13347,EIF3I
Q13362,PPP2R5C
Q13371,PDCL
Q13404,UBE2V1
Q13410,BTN1A1
Q13418,ILK
Q13422,IKZF1
Q13439,GOLGA4
Q13451,FKBP5
Q13464,ROCK1
Q13472,TOP3A
Q13480,GAB1
Q13485,SMAD4
Q13490,BIRC2
Q13507,TRPC3
Q13509,TUBB3
Q13523,PRPF4B
Q13535,ATR
Q13542,EIF4EBP2
Q13546,RIPK1
Q13547,HDAC1
Q13555,CAMK2G
Q13557,CAMK2D
Q13569,TDG
Q13608,PEX6
Q13616,CUL1
Q13618,CUL3
Q13619,CUL4A
Q13620,CUL4B
Q13625,TP53BP2
Q13627,DYRK1A
Q13671,RIN1
Q13705,ACVR2B
Q13733,ATP1A4
Q13761,RUNX3
Q13765,NACA
Q13794,PMAIP1
Q13797,ITGA9
Q13829,TNFAIP1
Q13838,DDX39B
Q13873,BMPR2
Q13887,KLF5
Q13905,RAPGEF1
Q13936,CACNA1C
Q13950,RUNX2
Q13951,CBFB
Q13952,NFYC
Q13972,RASGRF1
Q13976,PRKG1
Q14004,CDK13
Q14005,IL16
Q14012,CAMK1
Q14031,COL4A6
Q14103,HNRNPD
Q14117,DPYS
Q14141,SEPTIN6
Q14145,KEAP1
Q14155,ARHGEF7
Q14160,SCRIB
Q14161,GIT2
Q14164,IKBKE
Q14183,DOC2A
Q14185,DOCK1
Q14188,TFDP2
Q14190,SIM2
Q14194,CRMP1
Q14195,DPYSL3
Q14201,BTG3
Q14232,EIF2B1
Q14240,EIF4A2
Q14247,CTTN
Q14258,TRIM25
Q14289,PTK2B
Q14318,FKBP8
Q14324,MYBPC2
Q14332,FZD2
Q14344,GNA13
Q14449,GRB14
Q14451,GRB7
Q14469,HES1
Q14498,RBM39
Q14511,NEDD9
Q14525,KRT33B
Q14533,KRT81
Q14558,PRPSAP1
Q14565,DMC1
Q14573,ITPR3
Q14576,ELAVL3
Q14643,ITPR1
Q14654,KCNJ11
Q14678,KANK1
Q14721,KCNB1
Q14738,PPP2R5D
Q14790,CASP8
Q14814,MEF2D
Q14839,CHD4
Q14847,LASP1
Q14896,MYBPC3
Q14974,KPNB1
Q14CN4,KRT72
Q15019,SEPTIN2
Q15024,EXOSC7
Q15027,ACAP1
Q15052,ARHGEF6
Q15061,WDR43
Q15078,CDK5R1
Q15080,NCF4
Q15113,PCOLCE
Q15139,PRKD1
Q15147,PLCB4
Q15172,PPP2R5A
Q15173,PPP2R5B
Q15208,STK38
Q15223,NECTIN1
Q15233,NONO
Q15262,PTPRK
Q15286,RAB35
Q15287,RNPS1
Q15303,ERBB4
Q15323,KRT31
Q15327,ANKRD1
Q15349,RPS6KA2
Q15365,PCBP1
Q15366,PCBP2
Q15369,ELOC
Q15375,EPHA7
Q15382,RHEB
Q15386,UBE3C
Q15389,ANGPT1
Q15404,RSU1
Q15413,RYR3
Q15418,RPS6KA1
Q15427,SF3B4
Q15464,SHB
Q15466,NR0B2
Q15542,TAF5
Q15569,TESK1
Q15596,NCOA2
Q15607,
Q15633,TARBP2
Q15642,TRIP10
Q15653,NFKBIB
Q15661,TPSAB1
Q15669,RHOH
Q15697,ZNF174
Q15700,DLG2
Q15717,ELAVL1
Q15744,CEBPE
Q15746,MYLK
Q15750,TAB1
Q15759,MAPK11
Q15768,EFNB3
Q15788,NCOA1
Q15796,SMAD2
Q15797,SMAD1
Q15811,ITSN1
Q15818,NPTX1
Q15819,UBE2V2
Q15822,CHRNA2
Q15831,STK11
Q15833,STXBP2
Q15835,GRK1
Q15836,VAMP3
Q15842,KCNJ8
Q15843,NEDD8
Q15916,ZBTB6
Q16181,SEPTIN7
Q16288,NTRK3
Q16394,EXT1
Q16478,GRIK5
Q16509,tal-1
Q16512,PKN1
Q16513,PKN2
Q16514,TAF12
Q16515,ASIC2
Q16531,DDB1
Q16537,PPP2R5E
Q16539,MAPK14
Q16548,BCL2A1
Q16555,DPYSL2
Q16566,CAMK4
Q16576,RBBP7
Q16584,MAP3K11
Q16594,TAF9
Q16611,BAK1
Q16620,NTRK2
Q16623,STX1A
Q16659,MAPK6
Q16665,HIF1A
Q16690,DUSP5
Q16695,H3-4
Q16760,DGKD
Q16763,UBE2S
Q16777,H2AC20
Q16778,H2BC21
Q16828,DUSP6
Q16829,DUSP7
Q16849,PTPRN
Q17RB8,LONRF1
Q2KHN1,RNF151
Q2TB39,TCF3
Q32MC1,KCNG4
Q38SD2,LRRK1
Q3I768,RAB11FIP2
Q3KNV8,PCGF3
Q3LFD5,USP41
Q3MII6,TBC1D25
Q3ZCM7,TUBB8
Q460N5,PARP14
Q495A1,TIGIT
Q4KMG0,CDON
Q4VX76,SYTL3
Q53EL6,PDCD4
Q53EV1,
Q53F30,
Q53F53,
Q53F85,
Q53G59,KLHL12
Q53GS9,USP39
Q53SS8,PCBP1
Q53XR6,SMAD2
Q53Y97,TYMS
Q53Z42,HLA-A
Q541S4,SEPT6
Q547S7,KCNG4
Q548C2,NTRK2
Q548C9,SEPT6
Q548N1,VPS28
Q549M9,AP1S2
Q562R1,ACTBL2
Q59ED4,ARNT
Q59EE8,
Q59F66,
Q59FP5,
Q59FX6,
Q59GB4,
Q59GM1,
Q5GLZ8,HERC4
Q5HYK7,SH3D19
Q5JAM2,ALAS1
Q5JPJ8,DKFZp686D0714
Q5JSH3,WDR44
Q5M7Z0,RNFT1
Q5R372,RABGAP1L
Q5S007,LRRK2
Q5SPM2,HLA-A
Q5SUL5,HLA-A
Q5SZQ8,CELF3
Q5T081,RCC1
Q5T1M5,FKBP15
Q5T215,TRAPPC3L
Q5T2W1,PDZK1
Q5T4W7,ARTN
Q5T6L4,ASS
Q5T764,IFIT1B
Q5T765,IFIT3
Q5T7P8,SYT6
Q5TCQ9,MAGI3
Q5TCY1,TTBK1
Q5TCZ1,SH3PXD2A
Q5TZC3,PACSIN1
Q5TZX1,GNAI3
Q5U077,LDHB
Q5U5U6,UBB
Q5U676,B3GAT3
Q5VT25,CDC42BPA
Q5VVX9,UBE2U
Q5VWE5,NTRK2
Q64LD2,WDR25
Q676U5,ATG16L1
Q68DB7,DKFZp781O1323
Q68EM7,ARHGAP17
Q6A162,KRT40
Q6AZZ1,TRIM68
Q6DEN2,DPYSL3
Q6DU14,HLA-G
Q6DU44,HLA-E
Q6FGM0,SH3GL1
Q6FGX2,TNNI3
Q6FH91,TNNC1
Q6FI27,GSK3B
Q6FIA3,PACSIN2
Q6I9S8,CGA
Q6I9T4,CCL11
Q6IC75,GGA1
Q6ICP4,ARHH
Q6ICU9,SAT1
Q6IQ55,TTBK2
Q6N069,NAA16
Q6P2Q9,PRPF8
Q6P4F2,FDX2
Q6PCE1,RALGDS
Q6PIL6,KCNIP4
Q6Q0C0,TRAF7
Q6SJ96,TBPL2
Q6UVW9,CLEC2A
Q6UW01,CBLN3
Q6UWE0,LRSAM1
Q6XUX3,DSTYK
Q6YN16,HSDL2
Q6ZMN7,PDZRN4
Q6ZMQ8,AATK
Q6ZMR3,LDHAL6A
Q6ZN17,LIN28B
Q6ZN40,TPM1
Q6ZNA4,RNF111
Q6ZSG1,RNF165
Q6ZU15,SEPTIN14
Q6ZVD8,PHLPP2
Q6ZW61,BBS12
Q70CQ1,USP49
Q70CQ2,USP34
Q712K3,UBE2R2
Q71DI3,H3C15
Q71U36,TUBA1A
Q7KZI7,MARK2
Q7KZX8,
Q7L576,CYFIP1
Q7L7L0,H2AW
Q7L7X3,TAOK1
Q7L804,RAB11FIP2
Q7LDG7,RASGRP2
Q7RTN6,STRADA
Q7RTS1,BHLHA15
Q7Z376,DKFZp686B23205
Q7Z3K6,MIER3
Q7Z3Y8,KRT27
Q7Z406,MYH14
Q7Z474,
Q7Z4P5,GDF7
Q7Z628,NET1
Q7Z6C1,EP300
Q7Z6G8,ANKS1B
Q7Z6J0,SH3RF1
Q7Z6Z7,HUWE1
Q7Z726,KPNA2
Q7Z7A5,MYO5B
Q7Z7G1,CLNK
Q86SE8,NPM2
Q86SG6,NEK8
Q86TC9,MYPN
Q86TM6,SYVN1
Q86U86,PBRM1
Q86UL8,MAGI2
Q86UR5,RIMS1
Q86UU1,PHLDB1
Q86UV6,TRIM74
Q86VA8,SYN2
Q86VN1,VPS36
Q86VP6,CAND1
Q86VW2,ARHGEF25
Q86VZ2,WDR5B
Q86WN1,FCHSD1
Q86XP1,DGKH
Q86XS8,RNF130
Q86XT4,TRIM50
Q86Y13,DZIP3
Q86Y33,CDC20B
Q86Y46,KRT73
Q86YJ7,ANKRD13B
Q86YM7,HOMER1
Q86YT6,MIB1
Q86Z02,HIPK1
Q8IUH5,ZDHHC17
Q8IUX4,APOBEC3F
Q8IV61,RASGRP3
Q8IVE3,PLEKHH2
Q8IVH2,FOXP4
Q8IVH8,MAP4K3
Q8IVT5,KSR1
Q8IVU3,HERC6
Q8IW41,MAPKAPK5
Q8IWE4,DCUN1D3
Q8IWI9,MGA
Q8IWQ3,BRSK2
Q8IXK0,PHC2
Q8IXQ6,PARP9
Q8IY33,MICALL2
Q8IYD1,GSPT2
Q8IYM1,SEPTIN12
Q8IYQ9,KPNA3
Q8IYS5,OSCAR
Q8IYT8,ULK2
Q8IYU2,HACE1
Q8IZ09,SH3GL2
Q8IZ21,PHACTR4
Q8IZ40,RCOR2
Q8IZJ4,RGL4
Q8IZL9,CDK20
Q8IZP0,ABI1
Q8IZQ1,WDFY3
Q8N1I0,DOCK4
Q8N264,ARHGAP24
Q8N2I9,STK40
Q8N2K1,UBE2J2
Q8N3C7,CLIP4
Q8N3E9,PLCD3
Q8N3R9,PALS1
Q8N423,LILRB2
Q8N448,LNX2
Q8N474,SFRP1
Q8N4C8,MINK1
Q8N5H7,SH2D3C
Q8N5S9,CAMKK1
Q8N5U6,RNF10
Q8N5V2,NGEF
Q8N619,CDK5R1
Q8N680,ZBTB2
Q8N8A2,ANKRD44
Q8N9I9,DTX3
Q8NCM2,KCNH5
Q8NCQ5,FBXO15
Q8NDX5,PHC3
Q8NE63,HIPK4
Q8NEB9,PIK3C3
Q8NER1,TRPV1
Q8NER5,ACVR1C
Q8NF50,DOCK8
Q8NF99,ZNF397
Q8NFM4,ADCY4
Q8NFW5,DMBX1
Q8NFW9,MYRIP
Q8NFX7,STXBP6
Q8NHL6,LILRB1
Q8NHY2,COP1
Q8NI35,PATJ
Q8TAA3,PSMA8
Q8TAA5,GRPEL2
Q8TAK5,GABPB2
Q8TAX8,MAX
Q8TBB1,LNX1
Q8TBC4,UBA3
Q8TBX8,PIP4K2C
Q8TD08,MAPK15
Q8TD19,NEK9
Q8TDB6,DTX3L
Q8TDC3,BRSK1
Q8TDF6,RASGRP4
Q8TDN1,KCNG4
Q8TDP1,RNASEH2C
Q8TEU7,RAPGEF6
Q8TEW0,PARD3
Q8TEW8,PARD3B
Q8WU17,RNF139
Q8WUF5,PPP1R13L
Q8WV22,NSMCE1
Q8WVD3,RNF138
Q8WWN8,ARAP3
Q8WWW0,RASSF5
Q8WWX0,ASB5
Q8WXA9,SREK1
Q8WXD9,CASKIN1
Q8WXF7,ATL1
Q8WXG8,S100Z
Q8WXH5,SOCS4
Q8WXI2,CNKSR2
Q8WXI3,ASB10
Q8WXK3,ASB13
Q8WY54,PPM1E
Q8WY64,MYLIP
Q8WYA1,ARNTL2
Q8WYJ6,SEPTIN1
Q8WZ19,KCTD13
Q8WZ42,TTN
Q8WZ73,RFFL
Q8WZ74,CTTNBP2
Q8WZ75,ROBO4
Q92466,DDB2
Q92519,TRIB2
Q92526,CCT6B
Q92564,DCUN1D4
Q92569,PIK3R3
Q92572,AP3S1
Q92583,CCL17
Q92598,HSPH1
Q92625,ANKS1A
Q92692,NECTIN2
Q92730,RND1
Q92736,RYR2
Q92747,ARPC1A
Q92752,TNR
Q92769,HDAC2
Q92777,SYN2
Q92783,STAM
Q92793,CREBBP
Q92806,KCNJ9
Q92823,NRCAM
Q92828,CORO2A
Q92830,KAT2A
Q92831,KAT2B
Q92835,INPP5D
Q92841,DDX17
Q92843,BCL2L2
Q92851,CASP10
Q92888,ARHGEF1
Q92900,UPF1
Q92905,COPS5
Q92918,MAP4K1
Q92934,BAD
Q92953,KCNB2
Q92973,TNPO1
Q92974,ARHGEF2
Q92995,USP13
Q92997,DVL3
Q93009,USP7
Q93063,EXT2
Q95460,MR1
Q969G2,LHX4
Q969H0,FBXW7
Q969H4,CNKSR1
Q969J2,ZKSCAN4
Q969T4,UBE2E3
Q969V5,MUL1
Q96A05,ATP6V1E2
Q96A08,H2BC1
Q96A72,MAGOHB
Q96AE4,FUBP1
Q96AQ3,ATF4
Q96AX2,RAB37
Q96AX9,MIB2
Q96B02,UBE2W
Q96B26,EXOSC8
Q96B97,SH3KBP1
Q96BR1,SGK3
Q96CA5,BIRC7
Q96CG1,ETF1
Q96CW1,AP2M1
Q96DB2,HDAC11
Q96DH6,MSI2
Q96DI7,SNRNP40
Q96DT7,ZBTB10
Q96DX5,ASB9
Q96E17,RAB3C
Q96EP5,DAZAP1
Q96EQ8,RNF125
Q96F07,CYFIP2
Q96F10,SAT2
Q96FW1,OTUB1
Q96G03,PGM2
Q96GD4,AURKB
Q96GF1,RNF185
Q96GW7,BCAN
Q96H20,SNF8
Q96HA7,TONSL
Q96HF1,SFRP2
Q96HL8,SH3YL1
Q96I11,CRMP1
Q96I99,SUCLG2
Q96II8,LRCH3
Q96IT1,ZNF496
Q96J02,ITCH
Q96J84,KIRREL1
Q96J92,WNK4
Q96JB8,MPP4
Q96JJ7,TMX3
Q96JS3,PGBD1
Q96K17,BTF3L4
Q96KB5,PBK
Q96KN2,CNDP1
Q96KP4,CNDP2
Q96KQ4,PPP1R13B
Q96KQ7,EHMT2
Q96KS0,EGLN2
Q96L46,CAPNS2
Q96LB4,ATP6V1G3
Q96LC9,BMF
Q96LD8,SENP8
Q96LR5,UBE2E2
Q96N67,DOCK7
Q96NS5,ASB16
Q96NW7,LRRC7
Q96NX5,CAMK1G
Q96P09,BIRC8
Q96PK6,RBM14
Q96PU4,UHRF2
Q96PU5,NEDD4L
Q96QE3,ATAD5
Q96QF0,RAB3IP
Q96QK1,VPS35
Q96QV6,H2AC1
Q96RE7,NACC1
Q96RJ6,FERD3L
Q96RR4,CAMKK2
Q96RT1,ERBIN
Q96RU2,USP28
Q96RU7,TRIB3
Q96RU8,TRIB1
Q96S53,TESK2
Q96SB4,SRPK1
Q96ST3,SIN3A
Q96T51,RUFY1
Q96T88,UHRF1
Q99081,TCF12
Q99436,PSMB7
Q99496,RNF2
Q99549,MPHOSPH8
Q99558,MAP3K14
Q99574,SERPINI1
Q99578,RIT2
Q99583,MNT
Q99626,CDX2
Q99683,MAP3K5
Q99704,DOK1
Q99706,KIR2DL4
Q99712,KCNJ15
Q99717,SMAD5
Q99719,SEPTIN5
Q99728,BARD1
Q99729,HNRNPAB
Q99733,NAP1L4
Q99743,NPAS2
Q99755,PIP5K1A
Q99759,MAP3K3
Q99814,EPAS1
Q99816,TSG101
Q99819,ARHGDIG
Q99879,H2BC14
Q99933,BAG1
Q99942,RNF5
Q99961,SH3GL1
Q99962,SH3GL2
Q99963,SH3GL3
Q99966,CITED1
Q99967,CITED2
Q99986,VRK1
Q9BPU6,DPYSL5
Q9BQ31,KCNS3
Q9BQ67,GRWD1
Q9BQE3,TUBA1C
Q9BR76,CORO1B
Q9BRC7,PLCD4
Q9BRG2,SH2D3A
Q9BRX5,GINS3
Q9BRZ2,TRIM56
Q9BSJ8,ESYT1
Q9BSM1,PCGF1
Q9BTC8,MTA3
Q9BTD8,RBM42
Q9BTE7,DCUN1D5
Q9BUA0,IFNAR2
Q9BUB5,MKNK1
Q9BUF5,TUBB6
Q9BUI6,UBE3A
Q9BUJ2,HNRNPUL1
Q9BUZ4,TRAF4
Q9BV36,MLPH
Q9BV40,VAMP8
Q9BV68,RNF126
Q9BVT0,ARHA
Q9BW62,KATNAL1
Q9BWU1,CDK19
Q9BWV1,BOC
Q9BX66,SORBS1
Q9BX67,JAM3
Q9BXB1,LGR4
Q9BXS5,AP1M1
Q9BXW4,MAP1LC3C
Q9BXW9,FANCD2
Q9BY11,PACSIN1
Q9BY84,DUSP16
Q9BYB0,SHANK3
Q9BYE7,PCGF6
Q9BYG5,PARD6B
Q9BYJ1,ALOXE3
Q9BYV6,TRIM55
Q9BYV9,BACH2
Q9BYX4,IFIH1
Q9BZL4,PPP1R12C
Q9BZL6,PRKD2
Q9BZM4,ULBP3
Q9BZR9,TRIM8
Q9BZY9,TRIM31
Q9C029,TRIM7
Q9C035,TRIM5
Q9C040,TRIM2
Q9C0C9,UBE2O
Q9C0D5,TANC1
Q9GZT3,SLIRP
Q9GZT9,EGLN1
Q9GZY0,NXF2
Q9GZZ0,HOXD1
Q9GZZ9,UBA5
Q9H009,NACA2
Q9H093,NUAK2
Q9H0C8,ILKAP
Q9H0E7,USP44
Q9H0F5,RNF38
Q9H0K1,SIK2
Q9H0M0,WWP1
Q9H0U4,RAB1B
Q9H172,ABCG4
Q9H1E5,TMX4
Q9H1R3,MYLK2
Q9H2G0,UBE3A
Q9H2G2,SLK
Q9H2X3,CLEC4M
Q9H334,FOXP1
Q9H3D4,TP63
Q9H3M0,KCNF1
Q9H3N1,TMX1
Q9H422,HIPK3
Q9H461,FZD8
Q9H492,MAP1LC3A
Q9H4A3,WNK1
Q9H4B4,PLK3
Q9H4D5,NXF3
Q9H4G0,EPB41L1
Q9H4L4,SENP3
Q9H4P4,RNF41
Q9H4T2,ZSCAN16
Q9H5I1,SUV39H2
Q9H6Q3,SLA2
Q9H6Y6,MYO5B
Q9H6Y7,RNF167
Q9H6Z4,RANBP3
Q9H6Z9,EGLN3
Q9H7D7,WDR26
Q9H7P9,PLEKHG2
Q9H832,UBE2Z
Q9H8V3,ECT2
Q9H9A7,RMI1
Q9H9B1,EHMT1
Q9H9V4,RNF122
Q9H9Y6,POLR1B
Q9HA65,TBC1D17
Q9HAP6,LIN7B
Q9HAU0,PLEKHA5
Q9HAU4,SMURF2
Q9HAU5,UPF2
Q9HAV0,GNB4
Q9HAY2,MAGEF1
Q9HAZ1,CLK4
Q9HBA0,TRPV4
Q9HBE1,PATZ1
Q9HBH9,MKNK2
Q9HBZ2,ARNT2
Q9HC16,APOBEC3G
Q9HC98,NEK6
Q9HCE7,SMURF1
Q9HCG8,CWC22
Q9HCK4,ROBO2
Q9HCM9,TRIM39
Q9HD36,BCL2L10
Q9NNX6,CD209
Q9NP31,SH2D2A
Q9NPA2,MMP25
Q9NPB3,CABP2
Q9NPB6,PARD6A
Q9NPC7,MYNN
Q9NPD8,UBE2T
Q9NPH3,IL1RAP
Q9NPI1,BRD7
Q9NPI9,KCNJ16
Q9NPJ1,MKKS
Q9NPJ8,NXT2
Q9NQ75,CASS4
Q9NQ94,A1CF
Q9NQS3,NECTIN3
Q9NQS7,INCENP
Q9NQT4,EXOSC5
Q9NQU5,PAK6
Q9NR30,DDX21
Q9NR61,DLL4
Q9NR80,ARHGEF4
Q9NR81,ARHGEF3
Q9NRD5,PICK1
Q9NRE1,MMP26
Q9NRH2,SNRK
Q9NRM7,LATS2
Q9NRR5,UBQLN4
Q9NRW7,VPS45
Q9NRY4,ARHGAP35
Q9NS28,RGS18
Q9NS56,TOPORS
Q9NS61,KCNIP2
Q9NS91,RAD18
Q9NSC5,HOMER3
Q9NSE2,CISH
Q9NSI6,BRWD1
Q9NSV4,DIAPH3
Q9NTU7,CBLN4
Q9NU19,TBC1D22B
Q9NUP9,LIN7C
Q9NVA2,SEPTIN11
Q9NVI1,FANCI
Q9NVP2,ASF1B
Q9NVW2,RLIM
Q9NVX7,KBTBD4
Q9NW08,POLR3B
Q9NWB1,RBFOX1
Q9NWS9,ZNF446
Q9NWT6,HIF1AN
Q9NX65,ZSCAN32
Q9NYG5,ANAPC11
Q9NYL2,MAP3K20
Q9NYV4,CDK12
Q9NZ52,GGA3
Q9NZL6,RGL1
Q9NZM3,ITSN2
Q9NZN5,ARHGEF12
Q9NZQ3,NCKIPSD
Q9NZQ7,CD274
Q9NZT1,CALML5
Q9NZV8,KCND2
Q9P0J1,PDP1
Q9P0K7,RAI14
Q9P0L1,ZKSCAN7
Q9P0L2,MARK1
Q9P0P0,RNF181
Q9P0V9,SEPTIN10
Q9P121,NTM
Q9P1U1,ACTR3B
Q9P1W8,SIRPG
Q9P212,PLCE1
Q9P289,STK26
Q9P2D0,IBTK
Q9P2G9,KLHL8
Q9P2N7,KLHL13
Q9P2W3,GNG13
Q9UBE0,SAE1
Q9UBF2,COPG2
Q9UBF6,RNF7
Q9UBF8,PI4KB
Q9UBJ2,ABCD2
Q9UBK2,PPARGC1A
Q9UBL9,P2RX2
Q9UBN4,TRPC4
Q9UBN7,HDAC6
Q9UBP5,HEY2
Q9UBP6,METTL1
Q9UBQ0,VPS29
Q9UBS0,RPS6KB2
Q9UBT2,UBA2
Q9UBU9,NXF1
Q9UBX0,HESX1
Q9UDW1,UQCR10
Q9UDY2,TJP2
Q9UER7,DAXX
Q9UFF9,CNOT8
Q9UGC6,RGS17
Q9UGL1,KDM5B
Q9UH03,SEPTIN3
Q9UH77,KLHL3
Q9UHC3,ASIC3
Q9UHD1,CHORDC1
Q9UHD2,TBK1
Q9UHD8,SEPTIN9
Q9UHP3,USP25
Q9UHY1,NRBP1
Q9UI47,CTNNA3
Q9UIA0,CYTH4
Q9UIC8,LCMT1
Q9UIF9,BAZ2A
Q9UIG0,BAZ1B
Q9UII4,HERC5
Q9UIK4,DAPK2
Q9UIV1,CNOT7
Q9UIV8,SERPINB13
Q9UJ41,RABGEF1
Q9UJM3,ERRFI1
Q9UJU2,LEF1
Q9UJV3,MID2
Q9UJX6,ANAPC2
Q9UJY1,HSPB8
Q9UJY4,GGA2
Q9UJY5,GGA1
Q9UK32,RPS6KA6
Q9UK41,VPS28
Q9UK45,LSM7
Q9UK55,SERPINA10
Q9UK58,CCNL1
Q9UK80,USP21
Q9UKB1,FBXW11
Q9UKC9,FBXL2
Q9UKD1,GMEB2
Q9UKE5,TNIK
Q9UKI8,TLK1
Q9UKK6,NXT1
Q9UKK9,NUDT5
Q9UKP3,ITGB1BP2
Q9UKR3,KLK13
Q9UKS6,PACSIN3
Q9UKS7,IKZF2
Q9UKT9,IKZF3
Q9UKV0,HDAC9
Q9UKW4,VAV3
Q9UKX5,ITGA11
Q9UKX7,NUP50
Q9UL25,RAB21
Q9UL46,PSME2
Q9UL54,TAOK2
Q9ULB5,CDH7
Q9ULH1,ASAP1
Q9ULK6,RNF150
Q9ULT8,HECTD1
Q9ULV0,MYO5B
Q9ULV1,FZD4
Q9ULV4,CORO1C
Q9ULV8,CBLC
Q9ULW0,TPX2
Q9ULW5,RAB26
Q9UM11,FZR1
Q9UM47,NOTCH3
Q9UM73,ALK
Q9UME6,IL16
Q9UMS4,PRPF19
Q9UMW8,USP18
Q9UMX0,UBQLN1
Q9UMX3,BOK
Q9UN19,DAPP1
Q9UN30,SCML1
Q9UN37,VPS4A
Q9UNE2,RPH3AL
Q9UNE7,STUB1
Q9UNF0,PACSIN2
Q9UNI1,CELA1
Q9UNK0,STX8
Q9UP38,FZD1
Q9UPE1,SRPK3
Q9UPM8,AP4E1
Q9UPN3,MACF1
Q9UPN9,TRIM33
Q9UPQ4,TRIM35
Q9UPQ7,PDZRN3
Q9UPX8,SHANK2
Q9UPZ9,CILK1
Q9UQ26,RIMS2
Q9UQ80,PA2G4
Q9UQ88,CDK11A
Q9UQB3,CTNND2
Q9UQB8,BAIAP2
Q9UQC2,GAB2
Q9UQL6,HDAC5
Q9UQM7,CAMK2A
Q9UQQ2,SH2B3
Q9Y210,TRPC6
Q9Y219,JAG2
Q9Y239,NOD1
Q9Y243,AKT3
Q9Y248,GINS2
Q9Y261,FOXA2
Q9Y294,ASF1A
Q9Y296,TRAPPC4
Q9Y297,BTRC
Q9Y2A7,NCKAP1
Q9Y2C9,TLR6
Q9Y2D1,ATF5
Q9Y2H5,PLEKHA6
Q9Y2I6,NINL
Q9Y2J0,RPH3A
Q9Y2J2,EPB41L3
Q9Y2K1,ZBTB1
Q9Y2K2,SIK3
Q9Y2K6,USP20
Q9Y2N7,HIF3A
Q9Y2S0,
Q9Y2T1,AXIN2
Q9Y2U5,MAP3K2
Q9Y2X3,NOP58
Q9Y2X7,GIT1
Q9Y2X8,UBE2D4
Q9Y2X9,ZNF281
Q9Y2Y1,POLR3K
Q9Y2Y4,ZBTB32
Q9Y2Z0,SUGT1
Q9Y320,TMX2
Q9Y333,LSM2
Q9Y376,CAB39
Q9Y385,UBE2J1
Q9Y3C5,RNF11
Q9Y3L3,SH3BP1
Q9Y3R0,GRIP1
Q9Y463,DYRK1B
Q9Y478,PRKAB1
Q9Y4A5,TRRAP
Q9Y4D1,DAAM1
Q9Y4D7,PLXND1
Q9Y4E8,USP15
Q9Y4G8,RAPGEF2
Q9Y4K3,TRAF6
Q9Y4L1,HYOU1
Q9Y4L5,RNF115
Q9Y4Y9,LSM5
Q9Y4Z0,LSM4
Q9Y508,RNF114
Q9Y566,SHANK1
Q9Y570,PPME1
Q9Y572,RIPK3
Q9Y574,ASB4
Q9Y587,AP4S1
Q9Y5A6,ZSCAN21
Q9Y5J7,TIMM9
Q9Y5K6,CD2AP
Q9Y5L4,TIMM13
Q9Y5S2,CDC42BPB
Q9Y5S9,RBM8A
Q9Y5X4,NR2E3
Q9Y616,IRAK3
Q9Y678,COPG1
Q9Y692,GMEB1
Q9Y6B7,AP4B1
Q9Y6D9,MAD1L1
Q9Y6E0,STK24
Q9Y6H5,SNCAIP
Q9Y6I7,WSB1
Q9Y6J9,TAF6L
Q9Y6M7,SLC4A7
Q9Y6N7,ROBO1
Q9Y6Q5,AP1M2
Q9Y6Q9,NCOA3
Q9Y6R1,SLC4A4
Q9Y6R4,MAP3K4
Q9Y6U3,SCIN
Q9Y6W6,DUSP10
Q9Y6X6,MYO16
R4UMM2,CRYBB2
A0AVN2,BARD1
A1A4E9,KRT13
A1L4K2,MAPK8
A3QNQ0,TGFBR2
A4D1G0,CDK6
A4D2J9,CAMK2B
A4D2P0,RAC1
A4D2P1,RAC1
A5YM41,MTSS1
A6NE52,WDR97
A6NHG8,TRAF3
